-1,"??※The Chinese Communist Party is trying to circumvent our export control system to support national security threats like Huawei - we cannot let it succeed,§ Representative Mike Gallagher, a Republican from Wisconsin, told Reuters. ??",
-1,Arkansas Republican Senator Tom Cotton said moving the foundation to ensure it could retain Chinese members was ※short-sighted at best.§ ,
-1,"He added that ※if American public funds were used to develop the technology, it＊s also completely outrageous.§ ?",
0,"?????Redmond said in follow-up emails after speaking to Reuters that given the technology is open source and available to anyone, she does not see how the move could be against the U.S. national interest. ???",
0,??A DARPA spokesman told Reuters the agency intended for RISC-V work it funded to be publicly available to companies and academics around the world.  ?,
-1,"??※The notion that China can be barred from participating in standards alongside the U.S. and the EU is simply not viable,§ Reed said. ※China is too important as a manufacturer and an end-market to ignore.§ ???",
0,"???The RISC-V Foundation announced at a meeting last December it would seek a ※neutral§ country before making a formal decision to go to Switzerland earlier this year, a decision that got little public attention. ",
0,"????Chinese companies have had access to the RISC-V architecture, which is publicly available, since its creation, Redmond said. ",
0,??Alibaba claimed in July it had developed the fastest RISC-V processor to date. ,
0, The company declined to comment for this story. ?,
-1,"???The RISC-V Foundation＊s move shows how U.S.-China trade tensions could make the United States a harder place to host technology standards groups, according to two attorneys who represent such groups.",
0,The lawyers said it is unclear whether standards groups are allowed to work with Huawei. ,
-1,"These groups are concerned U.S. authorities may decide that some closed-door technical discussions involve the transfer of sensitive technology to the Chinese or others on banned lists, said one of the attorneys, Brad Biddle, who works for several standards groups. ?",
0,"???In June, more than two dozen standards groups - including those overseeing SD memory cards and Ethernet and HDMI cables - wrote a letter to U.S. Commerce Secretary Wilbur Ross asking for clarification of the rules on working with Huawei. ?",
-1,"The groups warned Ross that the Huawei restrictions posed a ※serious risk§ that standards work could move out of the United States, which could end a long-held trend where U.S.-based groups set de facto standards for the rest of the world, they wrote. ??",
-1,"???The Commerce Department published an advisory opinion seeking to clarify the issue in August, but standards lawyers said the rules remain confusing. ?",
-1,??The RISC-V Foundation＊s Redmond does not yet see a ※credible threat§ to international collaboration.,
0,"But we＊re taking out an insurance policy against that type of action by moving our incorporation,§ she told Reuters. ",
0,"?The board＊s seven current members are all based in North America. After the move, the foundation＊s board will be expanded and European and Asian members will be added, said Redmond.",
-1,????U.S. officials and some lawmakers have alleged Huawei＊s telecom equipment may enable surveillance by China. ,
-1,The coronavirus outbreak has delayed the Chinese electronics industry＊s post-holiday return to work by as much as two weeks. ,
-1," In addition, many cities have effectively self-quarantined and restricted traffic, straining the entire high-tech supply chain.",
-1,"An online survey conducted by EETimes partner ESMChina found chips, foundries, packaging & testing plants, and terminal OEM/ODM/EMS manufacturing plants have all been impacted by low employee-return rates, resulting in limited production capacity. ",
-1," Manufacturers of medical equipment and medical instruments are priorities for the nation, but components demand still exceeds supply.",
-1,".As of February 10, China＊s return-to-work rate was less than 30%. ",
-1,"Only 18% of enterprises resumed work on February 3 (including remote offices); and 50% of enterprises resumed work on February 10; 19% of the companies resumed work on February 17 or longer, and 13% did not have a clear plan to resume work, ESMChina＊s survey found.",
-1,Semiconductor equipment manufacturers have largely remained silent as the U.S. and China escalate a technology cold war that could disrupt the IC chip market and further decouple the nations＊ economies.,
-1,".In May, the U.S. tightened trade restrictions on China, requiring semiconductor manufacturers using U.S. equipment to obtain a special license to sell to companies, or ※entities,§ blacklisted by the United States. ",
-1,China is killing my business. Now tariffs are too.     ,
0,"Garry Hartman hoped tariffs would save the factory he runs in Berwick, Pennsylvania.",
0," Now he's not so sure.  Hartman is the president of Cheetah Chassis, a 170-person company that for decades has made container chassis, the steel frames used to transport shipping containers across the country.   
",
0," At its peak in the 1990s, Cheetah had more than 500 workers and produced about 240 trailers a week.",
-1,"But over the past 10 years, Cheetah has steadily been pushed out of the US market by a Chinese state-backed company, which Hartman believes gets unfair support from Beijing. ",
0,"Now Cheetah only makes 60 chassis a week.   ""We're a break-even company, barely able to maintain our business and employment for our people,"" Hartman said. ",
1,"All the while, Chinese market share has grown and grown.""",
-1,"Hartman voted for Donald Trump in 2016. He did so hoping that as president, Trump would hit his Chinese competitor with tariffs to level the playing field. ",
-1,"When the Trump administration announced earlier this spring that it would impose a 25% tariff on roughly 1,300 goods from China as punishment for intellectual property theft, Hartman was pleased 〞 until he found out that container chassis hadn't made the government's initial list.  ",
-1,The White House has said it will release the final list of Chinese goods that will subject to tariffs by Friday. ,
0,"Hartman is still fighting to have the United States enact a tariff on container chassis, which he says would rescue his business. ",
-1,"But his struggle underscores a tough reality of Trump's trade policies: Tariffs can inevitably involve picking favorites, helping some US industries or companies while hurting and ignoring others that expected support.  ",
-1," ""I'm just hoping that President Trump doesn't forget about the small companies and the little guys that helped put him in office,"" Hartman said. ""He'll have a hard time if he doesn't help us.""  ",
0,"Garry Hartman, 62, is the president of Cheetah Chassis in Berwick, Pennsylvania. ",
0,The factory he runs looks different from when he started working at the company in 1974.   ,
0," At the time, the industrial complex that housed Cheetah was buzzing with activity.",
0," About 3,000 people worked on factory floors across the premises, which also a housed a rail car maker and a company that built modular homes, Hartman said.",
0,"Berwick, with a population of roughly 12,000, was home to a vibrant main street and Wise, a potato chip maker.  ",
0,"These days, the Berwick factory looks different. ",
0,"Fewer people work on Cheetah's two assembly lines, and there's only one shift. ",
0,"The potato chip maker is still around, but main street has fewer stores, and the population is closer to 10,000 people.  ",
-1,"For Hartman, it's not hard to pinpoint the moment everything changed for Cheetah.  ",
0," In the mid-2000s, Shenzhen-based equipment giant China International Marine Containers entered the US container chassis market through its purchase of Direct Chassis in Houston, Texas. ",
1,"Since 2012, the company has become a domestic powerhouse by producing high volumes of chassis, some of which are sold for less than chassis made by competitors, according to Lawrence Gross, president of Gross Transportation Consulting and an industry expert. ",
0," CIMC presently controls 80% to 90% of the North American container chassis market, Gross said.   ",
0,". The company's US chassis division has facilities in California and Virginia, along with a nationwide dealer network.",
0,"The company is publicly listed on the Hong Kong Stock Exchange. Its two largest shareholders are China Cosco Shipping and China Merchants Group, according to corporate filings. ",
0,  CIMC itself is a huge conglomerate with a presence on multiple continents. ,
0, It makes a wide variety of goods ranging from shipping and storage containers to oil rigs. ,
-1, Hartman said Cheetah has lost 100% of its large orders since CIMC came on the scene.,
-1," It still produces specialty container chassis, but production is at a fraction of capacity. ",
-1,"  Hartman said he isn't afraid of healthy competition. But CIMC, he argues, has the support of the Chinese government, which gives it a leg up 〞 particularly because it can purchase subsidized steel.   ",
0,"Frank Sonzala, the head of CIMC's US chassis division, told CNN that CIMC dominates because it offers a superior product and invests in state-of-the-art technology",
-1,"  A tariff on CIMC's products would undoubtedly breathe life into his company, which has also had to contend with rising steel costs. ",
0," Steel prices have jumped nearly 40% this year, according to S&P Global Platts, and have climbed more than 14% since Trump announced steep tariffs on steel and aluminum at the beginning of March.  ",
0,"After consulting with company leadership, Hartman decided that Cheetah would spend the money 〞 an estimated $20,000 to $30,000 〞 to retain an attorney and lobby the Office of the US Trade Representative. ",
0,"A Cheetah Chassis employee works in the company's Pennsylvania factory. The manufacturer currently has about 170 employees, down from 500 at its peak in the 1990s. ",
-1," Cheetah's lawyer claims that CIMC gained its US foothold by copying the product designs of US manufacturers, and then proceeded to push American competitors out of the market with ""unfairly low prices.""  ",
-1,   Cheetah points to the pictures of Cheetah chassis in CIMC-branded promotional materials as evidence of the company's disregard for intellectual property. ,
-1,"The argument: If the US government's goal is to punish China for intellectual property theft, they need look no further than container chassis. ",
-1,"""Cheetah Chassis has already been forced into a small portion of the market,"" the letter said.",
-1,"If CIMC's unfair practices are left unchecked, it is likely that CIMC will quickly take over the entire US market for container chassis, effectively creating a virtual monopoly of the domestic chassis market controlled by Chinese [state-owned enterprises]."" ",
-1,""" The letter added that ""the very free flow of commerce within the United States is at risk.",
1," CIMC, in a response addressed to Lighthizer, aggressively pushed back. ",
-1,"The company said that Cheetah's claims of intellectual property theft were ""unsubstantiated,"" and that it had not been subject to any patent infringement claims or lawsuits. ",
-1,"The company also said that US chassis producers ""cannot alone meet US demand for chassis,"" and that CIMC has invested over $100 million in six facilities across the United States, including in ""economically depressed"" areas like Emporia, Virginia.  ",
-1,China is trying to kick its foreign tech habit  ,
0," Hartman traveled to Washington, where he put on a suit and tie and made his case to a USTR panel that was hearing various objections from businesses.",
0,"He was joined by a representative for the Tile Council of North America, and a company at makes gun safes, which also wanted the USTR to put tariffs on competing products from China.  ",
0, It's not clear how likely it is that container chassis will be added to the final list that the White House intends to issue this week. ,
-1,Some American firms are rooting against the addendum.,
0,Trucking company J.B. Hunt and rail company Norfolk Southern wrote their own letters to the USTR as customers of CIMC. ,
-1,"They claimed that tariffs on container chassis would disrupt their businesses and the transportation of goods across the United States, which would ultimately hurt US consumers. ",
0," Hartman believes it's a long shot, but he's holding out hope. ",
0,"rump won the White House in no small part by promising to protect American manufacturers from unfair foreign competition, he said.  ",
0," And if the Trump administration doesn't pull through?   Well, Hartman isn't sure what will come next",
-1,"""It's going to be very difficult to continue to remain in business over the long haul,"" he said.  ",
0,"Chinese officials have shared a draft economic blueprint that looks to boost research and development spending, particularly on areas pertaining to ※national security and overall development.§",
0,"The move, announced at the Chinese government's annual legislative meeting, is the result of the tech-centred tensions between China and the US.",
0,"The seven strategic areas outlined in the Chinese draft include Artificial Intelligence (AI), quantum computing, integrated circuits, genetic and biotechnology research, neuroscience and aerospace.",
0,The new blueprint aims to increase spending by more than 7% over the next five years.?,
0,Sponsored LinksSponsored LinksPromoted LinksPromoted LinksDexcomThis Is A Big Innovation In Diabetes ,
0,ManagementDexcomUndoWe've put together a list of the best workstations on the marketNeed something more portable?,
-1," Check out the best mobile workstationsHere's our list of the best small business servers availableWill also bolster R&DThe move comes in the backdrop of the trade restrictions imposed on Chinese companies by the previous Trump administration, most notably on communication technology giant Huawei, which reportedly stifled the company from acquiring critical components.",
0,"Leading in AI and computing enables China to reap huge bene?ts in hybrid warfare and intelligence gathering,§ said Alex Capri, a senior fellow at the National University of Singapore＊s business school told the Wall Street Journal",
1,"As per the WSJ report, the blueprint is in line with the Chinese leadership＊s plans to break away from the dependence on US suppliers.",
0,"The move will also help China in another aspect where it currently lags behind the US, namely research and development.?",
1,"However, the tide may already have started to turn, as China recently overtook the U.S. in terms of the number of journal citations on AI, reports the WSJ citing a Stanford University report that came out earlier this month.",
0,"To further extend this effort, the new blueprint also talks about plans to create national laboratories and bolster academic programs to support the previously highlighted technologies.",
